,,jona31:LASI,,,jona31:RASI,,,jona31:LPSI,,,jona31:RPSI,,,jona31:LTHI,,,jona31:LKNE,,,jona31:LTIB,,,jona31:LANK,,,jona31:LHEE,,,jona31:LTOE,,,jona31:RTHI,,,jona31:RKNE,,,jona31:RTIB,,,jona31:RANK,,,jona31:RHEE,,,jona31:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
212,0,-230.045319,-207.820435,858.112732,-18.409672,-190.507004,856.110779,-192.112427,-446.886536,895.217896,-33.757782,-447.182983,883.450928,-267.956879,-324.543488,635.312500,-234.398438,-399.306915,434.849152,-222.697037,-511.368286,246.285156,-189.234100,-560.335327,109.985016,-155.842911,-622.702637,105.191124,-137.642014,-356.308197,46.638584,87.635002,-198.137497,625.952881,63.961014,-133.188812,465.447845,75.139114,-88.598572,276.905945,62.614948,-24.900051,110.215935,18.798967,-65.184250,68.281860,5.306814,171.703705,168.928268
213,0,-228.793884,-199.871597,856.930725,-17.245872,-181.487213,855.238953,-189.596573,-438.614380,894.908386,-31.281199,-438.205627,883.040039,-266.645844,-318.551788,634.827026,-233.668335,-395.097687,435.004120,-222.359436,-509.155396,247.581467,-189.293915,-559.616638,111.250610,-156.012329,-622.069946,106.977715,-137.724091,-356.382324,46.723961,88.500092,-188.754913,625.102966,64.224861,-124.516075,464.379456,74.692497,-80.750626,275.871094,61.597805,-18.325188,109.098839,17.814411,-59.239311,68.151855,3.858758,178.399109,164.861130
214,0,-227.425110,-191.796295,855.882263,-15.969138,-172.361633,854.564270,-187.032257,-430.221008,894.651001,-28.758173,-429.116760,882.753174,-265.255035,-312.248535,634.406128,-232.940964,-390.519501,435.209381,-222.011703,-506.706116,249.021072,-189.371964,-558.752502,112.688858,-156.195251,-621.296875,108.995483,-137.822388,-356.479370,46.845097,89.492577,-179.198990,624.510071,64.636757,-115.777756,463.395233,74.337807,-73.318825,274.818848,60.652943,-12.647641,107.844597,16.863506,-54.311790,68.114594,2.439926,184.483780,159.721771
215,0,-225.934738,-183.595276,854.979065,-14.574457,-163.136139,854.093384,-184.429520,-421.710175,894.449707,-26.197868,-419.923981,882.602112,-263.792297,-305.604950,634.051880,-232.230927,-385.524078,435.458405,-221.657196,-503.982727,250.611389,-189.463287,-557.712769,114.320923,-156.378220,-620.343262,111.272926,-137.938995,-356.598480,47.003761,90.624329,-169.506485,624.175964,65.209778,-107.009544,462.499603,74.099243,-66.278175,273.769501,59.814526,-7.768956,106.496696,15.989302,-50.279346,68.182556,1.054003,190.037323,153.715622
216,0,-224.319305,-175.270981,854.231079,-13.057505,-153.818283,853.830139,-181.798157,-413.087250,894.307861,-23.609131,-410.636658,882.596619,-262.267395,-298.594910,633.765747,-231.554108,-380.064331,435.744171,-221.299255,-500.946167,252.359665,-189.561676,-556.464355,116.169014,-156.545944,-619.163147,113.839920,-138.074890,-356.736359,47.198826,91.905479,-159.718658,624.096863,65.954559,-98.251633,461.695465,73.998131,-59.605667,272.744385,59.111862,-3.589731,105.100548,15.228203,-47.015663,68.363892,-0.282687,195.125351,147.074875
217,0,-222.576309,-166.827484,853.647034,-11.414819,-144.416885,853.774963,-179.147400,-404.359436,894.227722,-21.000311,-401.265625,882.744263,-260.691803,-291.195465,633.549438,-230.927231,-374.095306,436.059601,-220.940979,-497.556702,254.272491,-189.659592,-554.971130,118.255974,-156.681625,-617.705078,116.727066,-138.229965,-356.887695,47.425468,93.343925,-149.880142,624.263306,66.878838,-89.547569,460.983917,74.052139,-53.280941,271.764191,58.568058,-0.013047,103.700645,14.608379,-44.395523,68.661163,-1.544016,199.798050,140.044113
218,0,-220.704300,-158.270645,853.234314,-9.643969,-134.942276,853.924744,-176.485718,-395.535522,894.210632,-18.379084,-391.823120,883.050293,-259.078552,-283.387360,633.404419,-230.367432,-367.574951,436.397949,-220.584915,-493.774506,256.356049,-189.748291,-553.194397,120.604836,-156.767563,-615.912659,119.965004,-138.402649,-357.044708,47.674488,94.944855,-140.037643,624.660522,67.987000,-80.943077,460.364471,74.274437,-47.286839,270.847961,58.199009,3.052558,102.338043,14.148747,-42.299465,69.070793,-2.698348,204.090424,132.865555
219,0,-218.703079,-149.607864,852.998108,-7.743690,-125.406105,854.273010,-173.820740,-386.626038,894.256287,-15.752347,-382.322723,883.517639,-257.442017,-275.155884,633.332214,-229.891769,-360.465393,436.752960,-220.232941,-489.560242,258.615723,-189.817825,-551.093445,123.238197,-156.785507,-613.725464,123.583382,-138.590057,-357.197449,47.931881,96.710472,-130.238708,625.269226,69.279739,-72.484833,459.834473,74.673149,-41.609642,270.011810,58.012859,5.690675,101.048393,13.858583,-40.617687,69.583076,-3.713666,208.024109,125.765297
220,0,-216.573715,-140.848221,852.942139,-5.714001,-115.821106,854.810547,-171.159103,-377.642761,894.363281,-13.126150,-372.779175,884.145813,-255.797363,-266.490967,633.334167,-229.516495,-352.733490,437.119324,-219.885849,-484.876068,261.055939,-189.857376,-548.625977,126.177567,-156.717255,-611.080139,127.609970,-138.788055,-357.334167,48.178722,98.639671,-120.530586,626.065735,70.753899,-64.219139,459.389526,75.251053,-36.239182,269.268555,58.009830,7.975276,99.860390,13.737797,-39.253086,70.182671,-4.562806,211.610260,118.941452
221,0,-214.318680,-132.002182,853.068176,-3.556273,-106.201157,855.524658,-168.506454,-368.598755,894.528809,-10.505665,-363.208008,884.931885,-254.160233,-257.387848,633.411926,-229.256592,-344.351837,437.492920,-219.543365,-479.686096,263.680054,-189.855301,-545.749084,129.442627,-156.545227,-607.911438,132.069366,-138.991745,-357.441589,48.391502,100.727959,-110.958778,627.022644,72.402473,-56.190792,459.023376,76.005501,-31.168625,268.626770,58.182587,9.969686,98.794968,13.777752,-38.123199,70.849831,-5.228017,214.853043,112.555237
222,0,-211.941772,-123.081535,853.376038,-1.273276,-96.560898,856.400330,-165.867462,-359.508270,894.748657,-7.895232,-353.625488,885.869995,-252.546371,-247.846954,633.567139,-229.125168,-335.299438,437.870972,-219.203705,-473.957184,266.489990,-189.799469,-542.419678,133.050476,-156.252853,-604.154480,136.981827,-139.195831,-357.505524,48.542896,102.967392,-101.566154,628.109985,74.214653,-48.441841,458.728149,76.928566,-26.394127,268.090820,58.516964,11.726224,97.865013,13.962602,-37.161160,71.561615,-5.704201,217.753738,106.725533
223,0,-209.448181,-114.099205,853.863708,1.130838,-86.915680,857.420349,-163.245850,-350.386108,895.017456,-5.298444,-344.048309,886.951294,-250.971191,-237.874222,633.801575,-229.132874,-325.562256,438.252441,-218.863785,-467.659698,269.486176,-189.677521,-538.595642,137.014709,-155.825089,-599.745667,142.362137,-139.395401,-357.511230,48.603100,105.346657,-92.391922,629.296143,76.176147,-41.010635,458.494598,78.007454,-21.914249,267.660706,58.993065,13.286487,97.075699,14.270959,-36.315605,72.293625,-6.000360,220.314133,101.527107
224,0,-206.844360,-105.068947,854.527161,3.650576,-77.281311,858.565369,-160.644608,-341.247620,895.328308,-2.718265,-334.493378,888.164551,-249.449280,-227.480835,634.117004,-229.287308,-315.133911,438.638092,-218.518906,-460.768250,272.667480,-189.477081,-534.236816,141.344650,-155.248871,-594.625549,148.218109,-139.586792,-357.443390,48.541584,107.851334,-83.470810,630.548157,78.269501,-33.930836,458.312347,79.225136,-17.729280,267.332489,59.586651,14.682146,96.425209,14.677768,-35.549732,73.021523,-6.139060,222.539566,96.992493
225,0,-204.137909,-96.005127,855.360779,6.279199,-67.673874,859.815063,-158.066040,-332.108215,895.673645,-0.157206,-324.977386,889.496033,-247.993912,-216.683197,634.515381,-229.592758,-304.015503,439.030365,-218.163071,-453.261841,276.030579,-189.186295,-529.305542,146.044540,-154.513260,-588.739807,154.549713,-139.768326,-357.286407,48.329353,110.464211,-74.832443,631.833740,80.474701,-27.230658,458.170441,80.561180,-13.840451,267.098755,60.270676,15.936150,95.905846,15.156227,-34.839676,73.722588,-6.154047,224.440887,93.116707
226,0,-201.337494,-86.922470,856.357361,9.008851,-58.109482,861.147766,-155.512070,-322.983307,896.044922,2.382490,-315.516968,890.929993,-246.616760,-205.502457,634.998840,-230.049698,-292.216309,439.433777,-217.788910,-445.124939,279.570099,-188.793915,-523.767761,151.112595,-153.609848,-582.041931,161.347855,-139.941208,-357.023254,47.941441,113.165688,-66.500954,633.121216,82.769646,-20.932293,458.057648,81.992607,-10.249096,266.949219,61.016876,17.064192,95.505409,15.679615,-34.172379,74.376877,-6.086374,226.035294,89.864441
227,0,-198.452621,-77.835754,857.507690,11.830727,-48.604088,862.541687,-152.984375,-313.887634,896.432800,4.898650,-306.127991,892.448975,-245.327423,-193.964111,635.569458,-230.654678,-279.753174,439.854492,-217.388000,-436.347412,283.278473,-188.289825,-517.594116,156.540543,-152.532806,-574.494629,168.593475,-140.110184,-356.634888,47.359570,115.934334,-58.494732,634.380920,85.130898,-15.051442,457.962860,83.494888,-6.955856,266.871582,61.797333,18.076296,95.208542,16.222883,-33.543274,74.968254,-5.979659,227.346298,87.178337
228,0,-195.493393,-68.759552,858.801697,14.735257,-39.173279,863.974976,-150.484695,-304.835358,896.828064,7.388966,-296.825775,894.034302,-244.133209,-182.097427,636.229248,-231.400208,-266.650726,440.300293,-216.951187,-426.925018,287.145447,-187.665314,-510.759949,162.312836,-151.279007,-566.071472,176.257126,-140.283936,-356.098267,46.574703,118.747437,-50.826317,635.586121,87.534309,-9.597079,457.875702,85.042992,-3.959909,266.852386,62.585838,18.978430,94.998230,16.763943,-32.953789,75.484985,-5.875170,228.402496,84.987831
229,0,-192.470444,-59.708000,860.227966,17.712322,-29.832079,865.426514,-148.014999,-295.839478,897.220764,9.850809,-287.624542,895.666565,-243.038803,-169.934784,636.980530,-232.274811,-252.940659,440.780182,-216.468857,-416.859467,291.158203,-186.913391,-503.246918,168.406235,-149.848053,-556.758423,184.298401,-140.475266,-355.384430,45.589233,121.581673,-43.502575,636.713196,89.955757,-4.571363,457.786652,86.612259,-1.258307,266.877686,63.359051,19.774000,94.857040,17.284565,-32.409058,75.919884,-5.807427,229.236115,83.217285
230,0,-189.394531,-50.694500,861.773987,20.751469,-20.594763,866.876038,-145.577545,-286.911926,897.601685,12.281074,-278.537537,897.325684,-242.046234,-157.511002,637.825317,-233.263260,-238.661118,441.304504,-215.931351,-406.158600,295.301056,-186.029053,-495.042480,174.789551,-148.242249,-546.554626,192.665955,-140.700577,-354.455994,44.418640,124.413712,-36.524933,637.742676,92.371780,0.030271,457.687531,88.179344,1.154547,266.934052,64.097336,20.465168,94.768211,17.770885,-31.915880,76.270309,-5.800911,229.880951,81.792862
231,0,-186.276398,-41.731571,863.426636,23.842125,-11.474693,868.304626,-143.175293,-278.063080,897.961548,14.676043,-269.576813,898.991699,-241.154724,-144.862595,638.765320,-234.346710,-223.856201,441.883881,-215.329529,-394.835968,299.555481,-185.009598,-486.140839,181.423508,-146.466507,-535.473145,201.297836,-140.979324,-353.264435,43.092266,127.220901,-29.889759,638.659058,94.760201,4.218862,457.571716,89.722801,3.287292,267.008942,64.785324,21.053959,94.716537,18.213511,-31.480997,76.537758,-5.868255,230.370468,80.647629
232,0,-183.126587,-32.830647,865.172058,26.973801,-2.484167,869.695129,-140.811737,-269.301880,898.291931,17.031330,-260.753021,900.645325,-240.360764,-132.027039,639.802368,-235.503403,-208.574860,442.529480,-214.655029,-382.910919,303.900055,-183.854736,-476.542786,188.260925,-144.528259,-523.540710,210.122070,-141.332626,-351.747711,41.653122,129.981812,-23.588858,639.451477,97.100708,8.011524,457.434387,91.223816,5.151820,267.091431,65.412056,21.543079,94.688950,18.607290,-31.109781,76.727287,-6.010063,230.736069,79.724747
233,0,-179.955200,-24.001966,866.996399,30.136284,6.365716,871.032349,-138.491135,-260.635590,898.585327,19.341841,-252.075470,902.267883,-239.658127,-119.042107,640.937744,-236.708908,-192.869934,443.252075,-213.900864,-370.407867,308.310364,-182.566864,-466.255585,195.246918,-142.437378,-510.797272,219.057571,-141.781799,-349.828522,40.156582,132.676880,-17.610022,640.113464,99.375191,11.430935,457.272400,92.666420,6.763326,267.172516,65.970909,21.936499,94.674896,18.950802,-30.805387,76.846779,-6.216243,231.005859,78.978600
234,0,-176.771805,-15.254457,868.885071,33.319794,15.065163,872.303223,-136.218475,-252.069824,898.834900,21.601809,-243.551895,903.842102,-239.038223,-105.945061,642.172424,-237.936920,-176.797211,444.061951,-213.061676,-357.356110,312.759003,-181.150986,-455.292450,202.319611,-140.206131,-497.295166,228.015579,-142.346512,-347.412872,38.667854,135.288834,-11.937612,640.642883,101.568192,14.504690,457.084656,94.037849,8.140196,267.245392,66.459221,22.239746,94.666351,19.245638,-30.568243,76.906235,-6.468555,231.203827,78.374420
235,0,-173.585281,-6.595712,870.824219,36.515121,23.605776,873.497314,-133.999268,-243.608658,899.035156,23.804878,-235.188614,905.352234,-238.490173,-92.772202,643.506775,-239.159821,-160.414185,444.968262,-212.134186,-343.788788,317.215973,-179.614838,-443.672516,209.410767,-137.848892,-483.097412,236.901077,-143.042770,-344.390533,37.258518,137.803055,-6.553179,641.041321,103.667091,17.264582,456.871552,95.328491,9.303750,267.305298,66.877701,22.460024,94.657837,19.495596,-30.395956,76.916908,-6.743898,231.349640,77.886665
236,0,-170.403687,1.968023,872.799500,39.713673,31.980623,874.606079,-131.839691,-235.254608,899.181702,25.944248,-226.990417,906.784302,-238.001236,-79.558243,644.940552,-240.349350,-143.779083,445.978729,-211.117401,-329.742462,321.648651,-177.968765,-431.419525,216.446991,-135.382294,-468.275879,245.614639,-143.881210,-340.636139,36.002068,140.207870,-1.436053,641.314453,105.662216,19.745819,456.635193,96.531906,10.277853,267.349609,67.229782,22.606094,94.646095,19.705837,-30.283461,76.890678,-7.017841,231.458832,77.496628
237,0,-167.234329,10.431814,874.797546,42.907600,40.184277,875.623535,-129.746231,-227.008820,899.271484,28.012840,-218.960541,908.126343,-237.557114,-66.335922,646.473083,-241.477264,-126.949730,447.099335,-210.012711,-315.256104,326.022186,-176.225586,-418.561432,223.350800,-132.824890,-452.908691,254.054428,-144.865356,-336.012299,34.968990,142.494736,3.436076,641.470459,107.546928,21.986174,456.379089,97.644485,11.088423,267.377747,67.520851,22.688051,94.629761,19.882101,-30.223410,76.839302,-7.267895,231.543213,77.189957
238,0,-164.083679,18.791971,876.805054,46.089729,48.212860,876.545959,-127.725464,-218.871140,899.302429,30.003529,-211.100739,909.368652,-237.142365,-53.135632,648.102661,-242.516006,-109.982498,448.334015,-208.824051,-300.370300,330.299744,-174.400391,-405.129150,230.041962,-130.197128,-437.077728,262.118378,-145.990494,-330.374084,34.221596,144.658249,8.086630,641.520325,109.317421,24.025122,456.107727,98.665260,11.762860,267.390625,67.757454,22.716984,94.608971,20.030033,-30.206718,76.773994,-7.476134,231.611694,76.954369
239,0,-160.957367,27.045961,878.809692,49.253613,56.064011,877.371704,-125.784042,-210.840408,899.274048,31.909372,-203.411377,910.503601,-236.740891,-39.985199,649.826782,-243.439270,-92.931526,449.684509,-207.557816,-285.126312,334.443146,-172.510147,-391.155731,236.439224,-127.521042,-420.865692,269.706085,-147.243103,-323.574554,33.809143,146.696045,12.539649,641.476807,110.972649,25.902977,455.826569,99.595512,12.329436,267.390686,67.946754,22.704565,94.584938,20.154652,-30.223164,76.704933,-7.630900,231.670959,76.777824
240,0,-157.860336,35.192272,880.799622,52.393425,63.736885,878.101257,-123.928200,-202.914490,899.186646,33.723862,-195.891357,911.526123,-236.336151,-26.909746,651.642151,-244.222534,-75.847809,451.150360,-206.222580,-269.564972,338.413361,-170.573456,-376.674988,242.461700,-124.820190,-404.353302,276.721100,-148.600845,-315.471313,33.763660,148.608627,16.819363,641.354065,112.514046,27.660023,455.541443,100.438354,12.816644,267.381165,68.095856,22.662640,94.559563,20.260031,-30.262011,76.641037,-7.727494,231.726120,76.647453
241,0,-154.796936,43.230309,882.763977,55.503918,71.232140,878.736450,-122.163658,-195.090668,899.042053,35.441166,-188.538269,912.433289,-235.911835,-13.931658,653.544678,-244.843445,-58.778633,452.728668,-204.828934,-253.726303,342.171021,-168.610077,-361.720642,248.030624,-122.119209,-387.616486,283.072845,-150.033447,-305.933807,34.096874,150.399063,20.949808,641.166626,113.945236,29.335703,455.258392,101.198410,13.252558,267.365967,68.211418,22.602795,94.535110,20.349102,-30.312599,76.589752,-7.767902,231.781342,76.549278
242,0,-151.770950,51.160255,884.692627,58.580318,78.551826,879.280884,-120.495369,-187.365646,898.842712,37.056389,-181.348465,913.224365,-235.451996,-1.070606,655.529053,-245.282288,-41.767014,454.414398,-203.389069,-237.648239,345.677155,-166.640381,-346.325378,253.071106,-119.443451,-370.723846,288.678650,-151.503830,-294.849945,34.798653,152.072617,24.954496,640.929321,115.271667,30.967821,454.983490,101.881363,13.664228,267.349213,68.299370,22.536001,94.513916,20.423662,-30.364853,76.556984,-7.759726,231.840179,76.468407
243,0,-148.785690,58.982906,886.576599,61.618256,85.699356,879.739136,-118.927284,-179.735962,898.591919,38.565742,-174.317139,913.900757,-234.941528,11.656336,657.589539,-245.522186,-24.851427,456.200470,-201.916245,-221.366211,348.894073,-164.684906,-330.519562,257.513641,-116.818588,-353.734528,293.464905,-152.970337,-282.132721,35.837032,153.636429,28.856121,640.656372,116.500229,32.591846,454.722382,102.493614,14.077100,267.335083,68.364731,22.472282,94.498154,20.484463,-30.409693,76.547096,-7.714569,231.905701,76.389847
244,0,-145.844284,66.699593,888.407715,64.613617,92.679398,880.116943,-117.462151,-172.197876,898.294128,39.966732,-167.438416,914.465759,-234.366455,24.234514,659.719238,-245.549164,-8.065622,458.078003,-200.424377,-204.912537,351.785706,-162.763809,-314.330811,261.295807,-114.269981,-336.696289,297.368958,-154.388855,-267.724915,37.160107,155.098831,32.676327,640.361145,117.638916,34.240273,454.480072,103.042030,14.514504,267.327454,68.411636,22.420441,94.489777,20.531443,-30.439333,76.563019,-7.646164,231.980652,76.299454
245,0,-142.949570,74.312057,890.178833,67.562500,99.497742,880.420410,-116.101433,-164.747726,897.954102,41.258270,-160.705475,914.924683,-233.714233,36.651508,661.910339,-245.352417,8.561361,460.036438,-198.927277,-188.316040,354.318817,-160.896240,-297.783386,264.363403,-111.822182,-319.644623,300.339844,-155.715454,-251.602798,38.699440,156.469070,36.435486,640.055725,118.696419,35.942074,454.261047,103.533585,14.997236,267.329620,68.443291,22.387871,94.490387,20.563969,-30.447483,76.606331,-7.568513,232.067352,76.184959
246,0,-140.104324,81.822327,891.883972,70.461105,106.161240,880.656189,-114.845245,-157.381989,897.577087,42.440762,-154.110672,915.284058,-232.973862,48.896854,664.154663,-244.924179,25.005049,462.064026,-197.438293,-171.601730,356.463501,-159.099960,-280.897491,266.672089,-109.498215,-302.601807,302.339417,-156.908752,-233.777618,40.374958,157.756897,40.152496,639.750793,119.681793,37.722294,454.068604,103.975266,15.543197,267.344391,68.462212,22.380470,94.501236,20.581127,-30.429417,76.677460,-7.494266,232.167511,76.036880
247,0,-137.311310,89.232689,893.517822,73.305695,112.677597,880.830994,-113.692238,-150.097229,897.169067,43.516079,-147.645569,915.551697,-232.136124,60.961830,666.442932,-244.259705,41.245224,464.148071,-195.969574,-154.790710,358.193665,-157.390717,-263.689331,268.187927,-107.318993,-285.576996,303.342438,-157.932327,-214.294861,42.100735,158.971878,43.844658,639.455200,120.604042,39.601677,453.905212,104.373726,16.167147,267.373749,68.470222,22.402571,94.523270,20.581976,-30.381971,76.775803,-7.433501,232.282166,75.849083
248,0,-134.573303,96.545616,895.076233,76.092590,119.055298,880.951416,-112.639687,-142.890366,896.735840,44.487572,-141.301224,915.736877,-231.193741,72.839218,668.765503,-243.357071,57.265549,466.275116,-194.531555,-137.900375,359.487946,-155.781754,-246.170898,268.888519,-105.302582,-268.566742,303.337219,-158.756500,-193.232117,43.791332,160.123306,47.527508,639.175903,121.471939,41.596512,453.772461,104.735291,16.880556,267.419037,68.468765,22.456980,94.557129,20.565763,-30.303465,76.900017,-7.392991,232.411606,75.619034
249,0,-131.893082,103.763718,896.555847,78.818100,125.303459,881.023682,-111.683578,-135.758453,896.283569,45.359924,-135.068222,915.849060,-230.141327,84.522987,671.112244,-242.217163,73.053032,468.431580,-193.132629,-120.944427,360.330170,-154.283646,-228.350220,268.763306,-103.463722,-251.555923,302.325226,-159.359528,-170.694794,45.367996,161.219727,51.214710,638.918030,122.293701,43.718552,453.670654,105.065826,17.691547,267.480988,68.458878,22.545059,94.603241,20.532099,-30.193542,77.048134,-7.375963,232.555267,75.347649
250,0,-129.273560,110.889801,897.954285,81.478561,131.431625,881.053894,-110.818695,-128.698883,895.818481,46.139008,-128.936783,915.898560,-228.975479,96.008171,673.472290,-240.843246,88.597504,470.603516,-191.778610,-103.933281,360.709412,-152.903702,-210.231689,267.813782,-101.813286,-234.519302,300.320923,-159.728439,-146.810776,46.764324,162.268799,54.917995,638.684998,123.076828,45.975033,453.599304,105.370583,18.604940,267.559540,68.441467,22.666882,94.661858,20.481070,-30.053017,77.217735,-7.382298,232.711929,75.038803
251,0,-126.717644,117.926819,899.269775,84.070404,137.449661,881.046997,-110.038826,-121.709175,895.346436,46.831738,-122.896942,915.895691,-227.694778,107.290627,675.834656,-239.240936,103.891029,472.777283,-190.472672,-86.874496,360.620667,-151.645981,-191.816544,266.053345,-100.357811,-217.423325,297.351257,-159.858719,-121.724213,47.930767,163.277054,58.647087,638.478210,123.827904,48.368923,453.556885,105.654251,19.622402,267.654114,68.417236,22.821373,94.733093,20.413246,-29.883644,77.406235,-7.409085,232.879700,74.698715
252,0,-124.228180,124.877945,900.501282,86.590195,143.367630,881.007813,-109.336937,-114.786942,894.873413,47.445801,-116.938644,915.850830,-226.299713,118.366837,678.187744,-237.417786,118.927254,474.939331,-189.215027,-69.773209,360.064789,-150.511108,-173.103455,263.507233,-99.099358,-200.228073,293.454742,-159.753815,-95.589142,48.837708,164.249847,62.409710,638.297791,124.552597,50.899143,453.541290,105.920937,20.742695,267.763794,68.386841,23.006548,94.816978,20.329700,-29.687937,77.610893,-7.451399,233.056305,74.335030
253,0,-121.807945,131.746582,901.648376,89.034676,149.195602,880.939819,-108.705429,-107.929893,894.404907,47.989429,-111.051895,915.773926,-224.792618,129.233856,680.519775,-235.383224,133.700912,477.076691,-188.003082,-52.632664,359.048370,-149.496262,-154.089233,260.211517,-98.035362,-182.889572,288.680573,-159.423721,-68.563141,49.476917,165.191360,66.211594,638.142151,125.255554,53.561062,453.549408,106.174057,21.961954,267.887177,68.350800,23.219700,94.913414,20.231937,-29.468954,77.829025,-7.503186,233.239319,73.955963
254,0,-119.459610,138.536377,902.711121,91.400925,154.943558,880.846313,-108.136353,-101.135681,893.945923,48.471161,-105.226837,915.674561,-223.177399,139.889099,682.818665,-233.148178,148.207199,479.176605,-186.831497,-35.454742,357.583771,-148.595245,-134.769577,256.212524,-97.158707,-165.361786,283.087738,-158.883469,-40.801777,49.861229,166.104675,70.056572,638.008850,125.940384,56.346931,453.577911,106.416489,23.274103,268.022675,68.309563,23.457638,95.022263,20.121786,-29.230091,78.058083,-7.558135,233.426392,73.569481
255,0,-117.185532,145.251419,903.689819,93.686340,160.621292,880.729248,-107.621666,-94.401802,893.500977,48.899563,-99.453865,915.561340,-221.459686,150.330429,685.071838,-230.724899,162.441452,481.226929,-185.692520,-18.240517,355.688751,-147.798798,-115.139832,251.565613,-96.457932,-147.599014,276.743469,-158.150925,-12.453815,50.022640,166.991806,73.946709,637.894043,126.609802,59.246506,453.622803,106.650444,24.671272,268.168579,68.263443,23.716890,95.143242,20.001297,-28.974937,78.295738,-7.610438,233.615387,73.182693
256,0,-114.987785,151.896103,904.585022,95.888840,166.238266,880.590027,-107.153412,-87.725540,893.074097,49.282997,-93.723717,915.442078,-219.646378,160.555847,687.266785,-228.126770,176.398544,483.215851,-184.576218,-0.990683,353.386139,-147.094818,-95.195854,246.334015,-95.917641,-129.557571,269.722443,-157.245041,16.342281,50.009037,167.853928,77.882439,637.793396,127.265587,62.247669,453.679962,106.877632,26.144272,268.322998,68.212578,23.993910,95.275993,19.872618,-28.707083,78.539886,-7.655386,233.804688,72.801315
257,0,-112.868050,158.475266,905.397461,98.006821,171.803558,880.429260,-106.724037,-81.103874,892.668396,49.629417,-88.027489,915.323486,-217.745636,170.563797,689.390320,-225.368073,190.072845,485.131958,-183.471085,16.293951,350.703278,-146.468811,-74.934570,240.587555,-95.519051,-111.197701,262.104950,-156.183685,45.460770,49.879974,168.691483,81.862869,637.702148,127.908813,65.337105,453.744934,107.099205,27.683083,268.484253,68.156960,24.285242,95.419991,19.737854,-28.430019,78.788750,-7.689745,233.993210,72.429443
258,0,-110.827545,164.994186,906.128052,100.039322,177.325851,880.246887,-106.326500,-74.533394,892.286377,49.946110,-82.356796,915.210999,-215.766632,180.352875,691.429260,-222.463821,203.457855,486.964142,-182.364441,33.612076,347.671539,-145.904297,-54.354843,234.401169,-95.240524,-92.485008,253.976013,-154.982086,74.789856,49.701820,169.504440,85.885902,637.615173,128.539841,68.500992,453.813477,107.315826,29.277359,268.650604,68.096352,24.587685,95.574570,19.598976,-28.146999,79.040901,-7.711914,234.180420,72.069519
259,0,-108.866982,171.458603,906.777161,101.985992,182.813187,880.042114,-105.954430,-68.010262,891.929749,50.239613,-76.703667,915.109070,-213.719376,189.922043,693.369934,-219.429565,216.546173,488.701416,-181.242996,50.961559,344.325623,-145.383362,-33.457977,227.853455,-95.058388,-73.391541,245.423721,-153.651520,104.231987,49.542896,170.292328,89.948692,637.527039,129.158539,71.725578,453.881042,107.527725,30.916878,268.820313,68.030342,24.898415,95.738953,19.457684,-27.860949,79.295151,-7.721871,234.366364,71.722473
260,0,-106.986526,177.874741,907.345276,103.847183,188.273209,879.813782,-105.602318,-61.530151,891.599243,50.515514,-71.060692,915.020569,-211.614456,199.270508,695.198547,-216.281219,229.329544,490.332977,-180.093445,68.339127,340.703033,-144.887054,-12.248298,221.025299,-94.947586,-53.896648,236.538086,-152.198395,133.703171,49.468876,171.054611,94.047806,637.432617,129.764389,74.997887,453.943542,107.734718,32.592014,268.991943,67.958328,25.215075,95.912193,19.315332,-27.574394,79.550705,-7.720961,234.551453,71.387985
261,0,-105.185783,184.249329,907.832581,105.623909,193.712936,879.559937,-105.265503,-55.088257,891.294617,50.778423,-65.420952,914.947144,-209.462875,208.397873,696.901001,-213.034958,241.798965,491.848206,-178.902893,85.740105,336.843231,-144.396164,9.266393,213.998413,-94.882469,-33.987568,227.409607,-150.623901,163.131943,49.538971,171.790634,98.179649,637.326904,130.356567,78.306190,453.996765,107.936249,34.294094,269.163971,67.879494,25.535847,96.093277,19.172848,-27.289391,79.807053,-7.711548,234.736435,71.064850
262,0,-103.463806,190.589386,908.238586,107.317825,199.138901,879.278381,-104.940323,-48.679268,891.014771,51.031883,-59.778030,914.889099,-207.275772,217.304199,698.463074,-209.706955,253.944870,493.236359,-177.659409,103.158279,332.786987,-143.891525,31.074450,206.854034,-94.837517,-13.659641,218.128128,-148.924286,192.457642,49.803093,172.499771,102.340698,637.205017,130.934067,81.640465,454.036896,108.131470,36.015774,269.334991,67.792900,25.859491,96.281105,19.030663,-27.007477,80.063995,-7.696601,234.922028,70.751373
