,,jona31:LASI,,,jona31:RASI,,,jona31:LPSI,,,jona31:RPSI,,,jona31:LTHI,,,jona31:LKNE,,,jona31:LTIB,,,jona31:LANK,,,jona31:LHEE,,,jona31:LTOE,,,jona31:RTHI,,,jona31:RKNE,,,jona31:RTIB,,,jona31:RANK,,,jona31:RHEE,,,jona31:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
67,0,-138.751480,-1024.903076,862.358032,52.977798,-1114.258911,858.118347,-231.208389,-1236.771362,928.854126,-93.210487,-1314.439331,935.395264,-271.336670,-1069.475830,651.857849,-329.525421,-1140.156128,462.026733,-405.370087,-1292.536865,317.418762,-435.838440,-1369.643921,191.334930,-406.384949,-1425.178467,200.030594,-419.209381,-1224.651855,40.154827,83.058372,-1217.201904,627.365540,43.369091,-1202.518921,446.473206,5.735999,-1255.966553,261.026184,-43.804466,-1290.277710,96.742958,-105.864899,-1334.155151,85.225075,-41.762302,-1080.471069,63.391582
68,0,-139.374542,-1024.489014,863.976563,53.261162,-1111.837402,858.049011,-230.147247,-1237.688721,927.230957,-91.312538,-1313.874634,934.273804,-270.423706,-1064.531738,652.489380,-327.304291,-1130.575562,461.336426,-402.400330,-1285.667480,319.032196,-432.993500,-1364.989746,194.787109,-403.159424,-1420.171387,204.584106,-418.404022,-1222.168945,39.663998,84.234711,-1214.422974,626.817871,44.190517,-1200.532349,445.795776,6.322360,-1254.829590,260.654907,-43.661884,-1290.125977,96.696198,-105.786774,-1334.134399,85.224815,-41.801060,-1080.442871,63.359901
69,0,-139.997116,-1024.039795,865.694397,53.516129,-1109.383057,858.006165,-229.113449,-1238.561890,925.609802,-89.455849,-1313.264160,933.162537,-269.459839,-1059.423340,653.304382,-324.915375,-1120.658813,460.884064,-399.117096,-1278.384277,320.830780,-429.742126,-1359.849976,198.417572,-399.450897,-1414.657227,209.285767,-417.365601,-1219.099365,39.490635,85.354240,-1211.656128,626.299072,44.958649,-1198.582642,445.147217,6.874984,-1253.705322,260.314270,-43.521103,-1289.970947,96.665451,-105.698769,-1334.126099,85.242210,-41.836388,-1080.408813,63.321793
70,0,-140.614502,-1023.553467,867.502319,53.743340,-1106.900146,857.987488,-228.109985,-1239.379395,924.001038,-87.647171,-1312.603271,932.066406,-268.446869,-1054.172607,654.313232,-322.365845,-1110.450806,460.692566,-395.527893,-1270.702881,322.795074,-426.086151,-1354.212646,202.175461,-395.262970,-1408.633911,214.058197,-416.072754,-1215.373047,39.700150,86.410240,-1208.910645,625.809937,45.669777,-1196.680298,444.528595,7.390136,-1252.601929,260.005249,-43.382278,-1289.815430,96.649666,-105.602371,-1334.128174,85.276680,-41.867138,-1080.371582,63.278877
71,0,-141.222031,-1023.028748,869.390015,53.943871,-1104.391479,857.990173,-227.138809,-1240.130371,922.414490,-85.891884,-1311.887329,930.989990,-267.386810,-1048.802856,655.524048,-319.665161,-1099.998169,460.781311,-391.645721,-1262.639893,324.900635,-422.034576,-1348.067139,206.003586,-390.609039,-1402.100708,218.818695,-414.507660,-1210.922485,40.343174,87.397171,-1206.194214,625.350647,46.321304,-1194.833862,443.940979,7.865053,-1251.526855,259.728516,-43.245476,-1289.660278,96.647980,-105.499153,-1334.137085,85.326981,-41.892220,-1080.333984,63.232555
72,0,-141.815247,-1022.463562,871.345581,54.119190,-1101.859253,858.011047,-226.200912,-1240.804321,920.860107,-84.193947,-1311.111328,929.937805,-266.282379,-1043.337036,656.943115,-316.824799,-1089.347046,461.165375,-387.488770,-1254.212891,327.118774,-417.603271,-1341.404175,209.840027,-385.512177,-1395.057739,223.481613,-412.656464,-1205.685913,41.451241,88.310753,-1203.512207,624.921387,46.911713,-1193.049561,443.384979,8.297926,-1250.485474,259.484283,-43.110691,-1289.507568,96.659622,-105.390793,-1334.149414,85.391533,-41.910675,-1080.298096,63.183987
73,0,-142.389816,-1021.856201,873.356384,54.271084,-1099.305054,858.047180,-225.296280,-1241.390991,919.347290,-82.555832,-1310.270752,928.914001,-265.136597,-1037.798218,658.574097,-313.858063,-1078.543945,461.855164,-383.080200,-1245.439087,329.417267,-412.815125,-1334.215332,213.619446,-380.004517,-1387.506836,227.960678,-410.508942,-1199.608398,43.033806,89.147957,-1200.868164,624.521362,47.440506,-1191.331787,442.861084,8.687859,-1249.482178,259.272461,-42.977905,-1289.357910,96.683960,-105.278877,-1334.161621,85.468567,-41.921745,-1080.265991,63.133999
74,0,-142.941925,-1021.204590,875.409058,54.401573,-1096.729370,858.094727,-224.423920,-1241.881348,917.884949,-80.978539,-1309.360718,927.922363,-263.953064,-1032.209229,660.417969,-310.780090,-1067.634155,462.856415,-378.447632,-1236.335449,331.760620,-407.698975,-1326.492432,217.274796,-374.126709,-1379.449463,232.171387,-408.058380,-1192.643555,45.076794,89.907021,-1198.263550,624.149963,47.908138,-1189.683350,442.369446,9.034789,-1248.520142,259.092346,-42.847141,-1289.212158,96.720375,-105.164871,-1334.170898,85.556236,-41.924961,-1080.239380,63.083179
75,0,-143.468048,-1020.506714,877.489380,54.512867,-1094.132202,858.150452,-223.581940,-1242.267700,916.481079,-79.461639,-1308.377075,926.966248,-262.735687,-1026.592407,662.473083,-307.607300,-1056.661865,464.169495,-373.622406,-1226.917603,334.111267,-402.289551,-1318.228760,220.739319,-367.926483,-1370.887451,236.033325,-405.300629,-1184.753906,47.543102,90.587410,-1195.698120,623.805725,48.315884,-1188.104614,441.910156,9.339409,-1247.600830,258.943085,-42.718449,-1289.070190,96.768227,-105.050018,-1334.175049,85.652740,-41.920135,-1080.218994,63.031853
76,0,-143.965332,-1019.760376,879.583069,54.607262,-1091.512329,858.210510,-222.767624,-1242.542725,915.142456,-78.003387,-1307.315430,926.048462,-261.489227,-1020.968567,664.734558,-304.357483,-1045.668823,465.790009,-368.639160,-1217.201172,336.430511,-396.625916,-1309.418335,223.948120,-361.457703,-1361.821777,239.472260,-402.233704,-1175.912354,50.374737,91.189774,-1193.170044,623.486816,48.665749,-1186.595215,441.482819,9.603053,-1246.724609,258.823212,-42.591946,-1288.932617,96.826843,-104.935425,-1334.171875,85.756348,-41.907471,-1080.205566,62.980198
77,0,-144.431427,-1018.963440,881.675537,54.687099,-1088.868530,858.271362,-221.977524,-1242.700928,913.875122,-76.600769,-1306.172729,925.171265,-260.218597,-1015.357971,667.194641,-301.049133,-1034.695190,467.708313,-363.534607,-1207.199707,338.679169,-390.751007,-1300.056274,226.840057,-354.778778,-1352.253052,242.422012,-398.856934,-1166.102417,53.496742,91.715782,-1190.676025,623.191284,48.960354,-1185.152222,441.086945,9.827603,-1245.890259,258.731201,-42.467842,-1288.798584,96.895386,-104.821922,-1334.160522,85.865425,-41.887474,-1080.198730,62.928261
78,0,-144.864655,-1018.113586,883.752380,54.754677,-1086.198364,858.329529,-221.207611,-1242.737915,912.683228,-75.249741,-1304.945190,924.336365,-258.929474,-1009.779236,669.842590,-297.701599,-1023.778076,469.910065,-358.346924,-1196.926025,340.818604,-384.710236,-1290.138550,229.359451,-347.950775,-1342.182007,244.825958,-395.170746,-1155.316895,56.822315,92.168098,-1188.211304,622.916809,49.202808,-1183.771851,440.721771,10.015388,-1245.096558,258.664978,-42.346413,-1288.667725,96.972946,-104.710144,-1334.140259,85.978470,-41.860996,-1080.197998,62.876053
79,0,-145.263947,-1017.208435,885.799744,54.812222,-1083.499146,858.381775,-220.453430,-1242.650269,911.570129,-73.945358,-1303.630859,923.544678,-257.627838,-1004.249451,672.664612,-294.334198,-1012.952576,472.376404,-353.114655,-1186.391846,342.812012,-378.550476,-1279.663208,231.457397,-341.036133,-1331.608887,246.638275,-391.176025,-1143.559204,60.258820,92.550201,-1185.770508,622.660767,49.396603,-1182.449463,440.386566,10.169089,-1244.340698,258.622406,-42.227993,-1288.539185,97.058472,-104.600525,-1334.111328,86.094131,-41.829155,-1080.202148,62.823624
80,0,-145.628906,-1016.245605,887.804260,54.861820,-1080.768188,858.424988,-219.710144,-1242.436523,910.537048,-72.681999,-1302.227295,922.796875,-256.320313,-998.784424,675.643738,-290.966614,-1002.250671,475.084290,-347.876068,-1175.608398,344.624695,-372.318909,-1268.629395,233.093201,-334.096588,-1320.533691,247.824661,-386.874817,-1130.841797,63.714146,92.866264,-1183.347900,622.420410,49.545525,-1181.179565,440.080261,10.291677,-1243.619263,258.601379,-42.112942,-1288.412231,97.150810,-104.493294,-1334.074219,86.211182,-41.793243,-1080.209717,62.771103
81,0,-145.959763,-1015.222778,889.753113,54.905388,-1078.002075,858.456421,-218.972809,-1242.095825,909.584412,-71.453537,-1300.732910,922.092529,-255.013733,-993.398132,678.760681,-287.617889,-991.702026,478.007080,-342.668060,-1164.586426,346.225342,-366.061707,-1257.038818,234.235229,-327.191589,-1308.957153,248.362808,-382.270782,-1117.185425,67.102806,93.121017,-1180.936890,622.193115,49.653557,-1179.955322,439.801819,10.386336,-1242.928833,258.599518,-42.001621,-1288.286011,97.248764,-104.388451,-1334.029785,86.328613,-41.754650,-1080.219238,62.718697
82,0,-146.257370,-1014.137268,891.634705,54.944614,-1075.197510,858.473877,-218.236435,-1241.628662,908.710693,-70.253548,-1299.146484,921.431213,-253.715424,-988.103210,681.993408,-284.306793,-981.333618,481.114899,-337.525299,-1153.336304,347.586487,-359.823334,-1244.895386,234.861694,-320.377014,-1296.880493,248.242371,-377.369873,-1102.618774,70.351372,93.319664,-1178.531250,621.976074,49.724823,-1178.770630,439.550232,10.456426,-1242.265503,258.614777,-41.894333,-1288.159424,97.351189,-104.285866,-1333.979126,86.445618,-41.714790,-1080.228882,62.666744
83,0,-146.523132,-1012.986633,893.438354,54.980999,-1072.350586,858.475403,-217.496109,-1241.036133,907.913513,-69.075584,-1297.468018,920.811646,-252.432968,-982.910645,685.317749,-281.051147,-971.169861,484.375336,-332.479889,-1141.868530,348.684875,-353.645172,-1232.205688,234.960938,-313.703491,-1284.306396,247.464844,-372.181854,-1087.177612,73.402832,93.467712,-1176.124878,621.766968,49.763550,-1177.618530,439.324554,10.505447,-1241.625366,258.645172,-41.791294,-1288.031860,97.457092,-104.185150,-1333.924072,86.561729,-41.674961,-1080.237061,62.615677
84,0,-146.758926,-1011.768250,895.154785,55.015781,-1069.458252,858.459412,-216.747253,-1240.321045,907.188782,-67.913269,-1295.697021,920.232300,-251.174149,-977.829834,688.707397,-277.867706,-961.233276,487.753937,-327.560486,-1130.194214,349.502289,-347.565002,-1218.979126,234.531616,-307.215363,-1271.239258,246.042770,-366.721466,-1070.904175,76.219460,93.570908,-1173.712158,621.563599,49.774002,-1176.491821,439.123993,10.537021,-1241.004395,258.689117,-41.692562,-1287.902466,97.565720,-104.085762,-1333.865479,86.676872,-41.636292,-1080.242065,62.566021
85,0,-146.967133,-1010.479309,896.775818,55.049938,-1066.516724,858.424988,-215.985535,-1239.485474,906.531555,-66.760559,-1293.833496,919.691223,-249.946899,-972.868835,692.134766,-274.771973,-951.543335,491.214905,-322.791809,-1118.324707,350.025391,-341.616028,-1205.228394,233.582306,-300.949951,-1257.685669,243.998978,-361.009460,-1053.846436,78.784279,93.635132,-1171.287476,621.364258,49.760494,-1175.384277,438.947937,10.554871,-1240.398926,258.745331,-41.598019,-1287.771240,97.676720,-103.986938,-1333.805298,86.791428,-41.599697,-1080.242920,62.518299
86,0,-147.150391,-1009.117371,898.294800,55.084206,-1063.522949,858.371643,-215.207138,-1238.533081,905.936035,-65.611855,-1291.877930,919.186279,-248.759109,-968.034363,695.570801,-271.777893,-942.117554,494.721558,-318.194733,-1106.273071,350.245941,-335.826721,-1190.969971,232.131058,-294.936707,-1243.654175,241.365631,-355.073578,-1036.058228,81.100792,93.666306,-1168.846558,621.167419,49.727371,-1174.288940,438.796143,10.562803,-1239.805420,258.813110,-41.507275,-1287.637451,97.790207,-103.887733,-1333.744995,86.906334,-41.565811,-1080.238403,62.473080
87,0,-147.311783,-1007.679443,899.706177,55.119053,-1060.473389,858.299316,-214.408859,-1237.467407,905.395752,-64.462181,-1289.831299,918.715210,-247.618591,-963.331726,698.985962,-268.897797,-932.970886,498.237030,-313.785675,-1094.052612,350.161011,-330.220062,-1176.222778,230.204712,-289.197113,-1229.156494,238.182968,-348.948853,-1017.598145,83.191353,93.670319,-1166.385498,620.972473,49.678997,-1173.199829,438.668396,10.564702,-1239.220703,258.892303,-41.419701,-1287.501709,97.906906,-103.786964,-1333.686035,87.023239,-41.534981,-1080.228760,62.430866
88,0,-147.454498,-1006.163147,901.005920,55.154705,-1057.365479,858.208435,-213.587982,-1236.291992,904.903320,-63.307255,-1287.693970,918.275574,-246.532944,-958.764832,702.350098,-266.142029,-924.115051,501.724731,-309.576752,-1081.678223,349.772400,-324.813751,-1161.010254,227.837845,-283.744568,-1214.207397,234.498032,-342.677399,-998.529907,85.094330,93.652962,-1163.901123,620.779053,49.619740,-1172.110474,438.565002,10.564487,-1238.641724,258.983124,-41.334354,-1287.363525,98.028236,-103.683273,-1333.629150,87.144455,-41.507298,-1080.213745,62.392086
89,0,-147.581970,-1004.565491,902.191345,55.191135,-1054.196289,858.099854,-212.742554,-1235.010254,904.451355,-62.143642,-1285.466919,917.865051,-245.509415,-954.336792,705.633362,-263.518890,-915.558899,505.148590,-305.575836,-1069.166016,349.086578,-319.619965,-1145.358643,225.071594,-278.584778,-1198.824829,230.363510,-336.307037,-978.921265,86.860306,93.619911,-1161.390137,620.587463,49.553982,-1171.014893,438.486481,10.566093,-1238.065674,259.086609,-41.250008,-1287.223877,98.156281,-103.575081,-1333.575195,87.273148,-41.482620,-1080.194092,62.357079
90,0,-147.697632,-1002.883911,903.260803,55.228088,-1050.963257,857.974854,-211.871307,-1233.625610,904.032410,-60.968758,-1283.150635,917.481018,-244.554703,-950.049255,708.806335,-261.034515,-907.307312,508.473816,-301.786896,-1056.533325,348.114441,-314.645599,-1129.297485,221.952606,-273.716370,-1183.030273,225.836197,-329.890015,-958.844238,88.547615,93.576607,-1158.850830,620.398560,49.486103,-1169.907593,438.433594,10.573410,-1237.489868,259.204224,-41.165146,-1287.082642,98.293892,-103.460648,-1333.525024,87.413277,-41.460625,-1080.170776,62.326080
91,0,-147.805038,-1001.115784,904.214172,55.265057,-1047.664673,857.834839,-210.973755,-1232.140747,903.638733,-59.780945,-1280.745972,917.121094,-243.674911,-945.903015,711.840576,-258.692627,-899.361267,511.666779,-298.209991,-1043.798828,346.870483,-309.892639,-1112.859985,218.531586,-269.131409,-1166.847900,220.975998,-323.480103,-938.373596,90.217812,93.528252,-1156.280396,620.213684,49.420448,-1168.782227,438.407196,10.590233,-1236.911133,259.337860,-41.077999,-1286.940552,98.444611,-103.338081,-1333.478638,87.569588,-41.440880,-1080.145020,62.299221
92,0,-147.907669,-999.258606,905.051880,55.301353,-1044.298218,857.681519,-210.050079,-1230.558350,903.262878,-58.579491,-1278.253540,916.783325,-242.875412,-941.897583,714.708862,-256.494568,-891.716797,514.695740,-294.842010,-1030.982056,345.372681,-305.358612,-1096.081299,214.862106,-264.816864,-1150.306396,215.844528,-317.130096,-917.587280,91.931091,93.479675,-1153.677124,620.034485,49.361282,-1167.633057,438.408325,10.620178,-1236.327148,259.489990,-40.986584,-1286.797852,98.612572,-103.205353,-1333.435791,87.747597,-41.422871,-1080.118286,62.276543
93,0,-148.008942,-997.309692,905.775635,55.336060,-1040.862427,857.516724,-209.101273,-1228.880249,902.897766,-57.364632,-1275.673584,916.465271,-242.160599,-938.031555,717.385681,-254.439499,-884.365723,517.530945,-291.676575,-1018.103821,343.641693,-301.037170,-1079.000122,210.999298,-260.755249,-1133.436279,210.504105,-310.888397,-896.564270,93.742264,93.435417,-1151.038452,619.862793,49.312748,-1166.453857,438.437927,10.666614,-1235.734741,259.663177,-40.888767,-1286.654419,98.802414,-103.060394,-1333.395508,87.953445,-41.406090,-1080.092285,62.258022
94,0,-148.112183,-995.266785,906.387756,55.368092,-1037.356201,857.342285,-208.129013,-1227.107666,902.536804,-56.137520,-1273.006470,916.164795,-241.533997,-934.302490,719.847778,-252.524384,-877.296448,520.144714,-288.705170,-1005.186340,341.700439,-296.918610,-1061.657227,206.998596,-256.926056,-1116.272461,205.016632,-304.796173,-875.384216,95.697418,93.399498,-1148.361938,619.700867,49.278812,-1165.237549,438.496979,10.732561,-1235.130127,259.860229,-40.782375,-1286.510254,99.019135,-102.901108,-1333.356689,88.193817,-41.390079,-1080.068970,62.243591
95,0,-148.220490,-993.127563,906.891357,55.396191,-1033.778320,857.160217,-207.135803,-1225.241089,902.173645,-54.900234,-1270.251709,915.880066,-240.997910,-930.707275,722.074036,-250.744400,-870.494751,522.512695,-285.917053,-992.252197,339.573334,-292.990753,-1044.095337,202.914764,-253.307037,-1098.851685,199.442703,-298.884369,-854.126221,97.831383,93.375473,-1145.644043,619.550598,49.263195,-1163.977295,438.585907,10.820619,-1234.509766,260.083923,-40.665249,-1286.364380,99.267845,-102.725456,-1333.318115,88.475647,-41.374435,-1080.049438,62.233139
96,0,-148.336853,-990.889893,907.289734,55.418987,-1030.128418,856.971924,-206.124725,-1223.280518,901.802734,-53.655693,-1267.409546,915.608948,-240.553543,-927.241333,724.045715,-249.093704,-863.947632,524.613953,-283.299805,-979.325256,337.285980,-289.239471,-1026.358887,198.800644,-249.875168,-1081.214233,193.840729,-293.171692,-832.867493,100.166336,93.366364,-1142.881348,619.413879,49.269264,-1162.665283,438.704895,10.932875,-1233.869019,260.336853,-40.535370,-1286.215942,99.553642,-102.531570,-1333.277222,88.805923,-41.358814,-1080.035156,62.226547
97,0,-148.464005,-988.551575,907.586853,55.434959,-1026.405396,856.778748,-205.099564,-1221.225342,901.418884,-52.407635,-1264.479614,915.349365,-240.200897,-923.899353,725.747192,-247.566193,-857.646423,526.432617,-280.840149,-966.429932,334.864441,-285.649597,-1008.493774,194.706451,-246.607773,-1063.401733,188.266098,-287.663513,-811.682373,102.711418,93.374527,-1140.069214,619.292114,49.299984,-1161.293091,438.853577,11.070833,-1233.203247,260.621216,-40.390945,-1286.062988,99.881332,-102.317795,-1333.232056,89.191460,-41.342968,-1080.027588,62.223682
98,0,-148.604401,-986.110718,907.786743,55.442558,-1022.609802,856.581726,-204.064819,-1219.074219,901.017639,-51.160564,-1261.461548,915.099121,-239.938675,-920.675049,727.165588,-246.156433,-851.592651,527.958923,-278.523956,-953.591614,332.334808,-282.205566,-990.547607,190.678986,-243.483475,-1045.458740,182.770569,-282.351318,-790.641113,105.463348,93.401718,-1137.202637,619.186523,49.357830,-1159.852173,439.030762,11.235368,-1232.506470,260.938751,-40.230560,-1285.903198,100.255203,-102.082832,-1333.179321,89.638550,-41.326664,-1080.027832,62.224396
99,0,-148.760254,-983.565369,907.893311,55.440163,-1018.741394,856.381470,-203.025452,-1216.825073,900.595215,-49.919670,-1258.354248,914.856201,-239.764343,-917.561035,728.291016,-244.860977,-845.803040,529.191040,-276.336670,-940.835938,329.722748,-278.891754,-972.568115,186.760803,-240.482941,-1027.431396,177.401581,-277.213837,-769.809387,108.408043,93.448936,-1134.275513,619.097107,49.444702,-1158.333130,439.234558,11.426676,-1231.773071,261.290527,-40.053238,-1285.734375,100.678909,-101.825859,-1333.116699,90.152725,-41.309708,-1080.035889,62.228481
100,0,-148.933456,-980.913940,907.910583,55.426174,-1014.800659,856.177734,-201.987045,-1214.475586,900.147827,-48.690781,-1255.157349,914.617981,-239.674210,-914.549194,729.117004,-243.679352,-840.315430,530.136292,-274.263977,-928.189697,327.052948,-275.693481,-954.604309,182.989853,-237.589371,-1009.366760,172.201721,-272.218964,-749.247314,111.522896,93.516495,-1131.281616,619.023621,49.561867,-1156.726563,439.462219,11.644283,-1230.995850,261.676636,-39.858536,-1285.553345,101.155190,-101.546547,-1333.040771,90.738441,-41.291843,-1080.052612,62.235703
101,0,-149.125549,-978.154419,907.842346,55.399029,-1010.788208,855.970154,-200.955643,-1212.022827,899.672791,-47.480270,-1251.870117,914.381897,-239.663300,-911.630066,729.639709,-242.614822,-835.191650,530.813416,-272.291718,-915.679443,324.348938,-272.597046,-936.705688,179.398972,-234.788834,-991.313904,167.208176,-267.326660,-729.009583,114.779709,93.603958,-1128.214600,618.964661,49.709908,-1155.023071,439.710083,11.887048,-1230.168457,262.096436,-39.646645,-1285.356323,101.685814,-101.245293,-1332.948242,91.398872,-41.272793,-1080.078125,62.245743
102,0,-149.337753,-975.285095,907.692017,55.357288,-1006.705139,855.757324,-199.937729,-1209.463135,899.167480,-46.295002,-1248.491943,914.145325,-239.725616,-908.793457,729.858582,-241.674591,-830.517944,531.252197,-270.406281,-903.332642,321.632324,-269.590393,-918.921936,176.015503,-232.070389,-973.322266,162.452377,-262.492493,-709.145386,118.147705,93.710228,-1125.067627,618.918152,49.888714,-1153.213013,439.973541,12.153214,-1229.283691,262.548309,-39.418400,-1285.139893,102.271431,-100.923141,-1332.836060,92.135704,-41.252167,-1080.112305,62.258205
103,0,-149.570908,-972.304321,907.462646,55.299633,-1002.552368,855.537476,-198.940186,-1206.792847,898.629578,-45.142239,-1245.021606,913.905334,-239.854172,-906.027954,729.775879,-240.868942,-826.398315,531.493652,-268.594727,-891.176514,318.923004,-266.663116,-901.303040,172.861008,-229.425949,-955.442444,157.959518,-257.672028,-689.698547,121.596672,93.833466,-1121.833984,618.881042,50.097458,-1151.287964,440.247192,12.440488,-1228.334961,263.029510,-39.175297,-1284.900513,102.911537,-100.581985,-1332.701172,92.949051,-41.229488,-1080.154663,62.272594
104,0,-149.825470,-969.210266,907.156738,55.224949,-998.331238,855.307983,-197.970154,-1204.007690,898.057312,-44.029552,-1241.458374,913.658569,-240.041107,-903.321472,729.396973,-240.209076,-822.941895,531.587036,-266.845062,-879.238586,316.238312,-263.806549,-883.899170,169.951233,-226.850052,-937.725220,153.748444,-252.824753,-670.708496,125.099670,93.971268,-1118.508423,618.849426,50.334602,-1149.239502,440.524902,12.746119,-1227.315308,263.536621,-38.919491,-1284.634766,103.604515,-100.224449,-1332.541016,93.837303,-41.204212,-1080.204834,62.288342
